Gene	CF	Population
Gm5149	Kmt2a	GMP
Gm525	Kmt2a	GMP
Gm5294	Kmt2a	GMP
Gm5427	Kmt2a	GMP
Gm5485	Kmt2a	GMP
Gm5493	Kmt2a	GMP
Gm5546	Kmt2a	GMP
Gm5600	Kmt2a	GMP
Gm567	Kmt2a	GMP
Gm5860	Kmt2a	GMP
Gm614	Kmt2a	GMP
Gm6209	Kmt2a	GMP
Gm6249	Kmt2a	GMP
Gm6416	Kmt2a	GMP
Gm6559	Kmt2a	GMP
Gm6569	Kmt2a	GMP
Gm6657	Kmt2a	GMP
Gm7102	Kmt2a	GMP
Gm7457	Kmt2a	GMP
Gm7580	Kmt2a	GMP
Gm7967	Kmt2a	GMP
Gm805	Kmt2a	GMP
Gm813	Kmt2a	GMP
Gm815	Kmt2a	GMP
Gm816	Kmt2a	GMP
Gm826	Kmt2a	GMP
Gm831	Kmt2a	GMP
Gm9040	Kmt2a	GMP
Gm973	Kmt2a	GMP
Gm9747	Kmt2a	GMP
Gm9857	Kmt2a	GMP
Gm9889	Kmt2a	GMP
Gm9908	Kmt2a	GMP
Gm9934	Kmt2a	GMP
Gm9944	Kmt2a	GMP
Gm9947	Kmt2a	GMP
Gm9984	Kmt2a	GMP
Gmds	Kmt2a	GMP
Gmpr	Kmt2a	GMP
Gna12	Kmt2a	GMP
Gna14	Kmt2a	GMP
Gnaq	Kmt2a	GMP
Gnaz	Kmt2a	GMP
Gnb4	Kmt2a	GMP
Gng10	Kmt2a	GMP
Gng11	Kmt2a	GMP
Gng12	Kmt2a	GMP
Gng2	Kmt2a	GMP
Gnl3l	Kmt2a	GMP
Golga7b	Kmt2a	GMP
Golm1	Kmt2a	GMP
Gorab	Kmt2a	GMP
Gosr2	Kmt2a	GMP
Gpc3	Kmt2a	GMP
Gpd1l	Kmt2a	GMP
Gpd2	Kmt2a	GMP
Gphb5	Kmt2a	GMP
Gpm6b	Kmt2a	GMP
Gpnmb	Kmt2a	GMP
Gpr119	Kmt2a	GMP
Gpr135	Kmt2a	GMP
Gpr161	Kmt2a	GMP
Gpr171	Kmt2a	GMP
Gpr174	Kmt2a	GMP
Gpr18	Kmt2a	GMP
Gpr82	Kmt2a	GMP
Gpr85	Kmt2a	GMP
Gpr88	Kmt2a	GMP
Gprasp1	Kmt2a	GMP
Gprin3	Kmt2a	GMP
Gramd3	Kmt2a	GMP
Grap2	Kmt2a	GMP
Grb10	Kmt2a	GMP
Grb14	Kmt2a	GMP
Grhl3	Kmt2a	GMP
Gria3	Kmt2a	GMP
Grin2a	Kmt2a	GMP
Grin3a	Kmt2a	GMP
Grip1os3	Kmt2a	GMP
Grk3	Kmt2a	GMP
Grm4	Kmt2a	GMP
Grm8	Kmt2a	GMP
Grxcr1	Kmt2a	GMP
Gspt2	Kmt2a	GMP
Gstz1	Kmt2a	GMP
Gtdc1	Kmt2a	GMP
Gtf2ird1	Kmt2a	GMP
Gtsf1	Kmt2a	GMP
Guca2b	Kmt2a	GMP
Gulo	Kmt2a	GMP
Gykl1	Kmt2a	GMP
Gypa	Kmt2a	GMP
Gypc	Kmt2a	GMP
H19	Kmt2a	GMP
H2-DMb1	Kmt2a	GMP
H2-M1	Kmt2a	GMP
H2-M11	Kmt2a	GMP
H2-T3	Kmt2a	GMP
H2afy	Kmt2a	GMP
H2afy2	Kmt2a	GMP
H2al1a	Kmt2a	GMP
H2al1j	Kmt2a	GMP
H2al2a	Kmt2a	GMP
Haao	Kmt2a	GMP
Hacd2	Kmt2a	GMP
Hacl1	Kmt2a	GMP
Hand1	Kmt2a	GMP
Hao1	Kmt2a	GMP
Hap1	Kmt2a	GMP
Hcn4	Kmt2a	GMP
Hdac7	Kmt2a	GMP
Hdac9	Kmt2a	GMP
Heatr1	Kmt2a	GMP
Hectd2	Kmt2a	GMP
Hecw2	Kmt2a	GMP
Heg1	Kmt2a	GMP
Hepacam2	Kmt2a	GMP
Hephl1	Kmt2a	GMP
Herc1	Kmt2a	GMP
Hfm1	Kmt2a	GMP
Hhat	Kmt2a	GMP
Hif1a	Kmt2a	GMP
Hip1	Kmt2a	GMP
Hist1h2br	Kmt2a	GMP
Hivep2	Kmt2a	GMP
Hivep3	Kmt2a	GMP
Hk1	Kmt2a	GMP
Hlf	Kmt2a	GMP
Hltf	Kmt2a	GMP
Hmbox1	Kmt2a	GMP
Hmga2	Kmt2a	GMP
Hmgcs2	Kmt2a	GMP
Hnf1a	Kmt2a	GMP
Hnmt	Kmt2a	GMP
Hnrnph2	Kmt2a	GMP
Homer2	Kmt2a	GMP
Hormad2	Kmt2a	GMP
Hpgd	Kmt2a	GMP
Hpgds	Kmt2a	GMP
Hpn	Kmt2a	GMP
Hpse	Kmt2a	GMP
Hpse2	Kmt2a	GMP
Hs3st1	Kmt2a	GMP
Hs3st3a1	Kmt2a	GMP
Hs6st2	Kmt2a	GMP
Hs6st3	Kmt2a	GMP
Hsph1	Kmt2a	GMP
Htra1	Kmt2a	GMP
I730028E13Rik	Kmt2a	GMP
I830077J02Rik	Kmt2a	GMP
Icam2	Kmt2a	GMP
Icos	Kmt2a	GMP
Ict1os	Kmt2a	GMP
Ide	Kmt2a	GMP
Ier5l	Kmt2a	GMP
Iffo1	Kmt2a	GMP
Ifi209	Kmt2a	GMP
Ifitm7	Kmt2a	GMP
Ifna14	Kmt2a	GMP
Ifnk	Kmt2a	GMP
Ift81	Kmt2a	GMP
Igf1r	Kmt2a	GMP
Ighd	Kmt2a	GMP
Ighv1-62-2	Kmt2a	GMP
Ighv10-2	Kmt2a	GMP
Ikzf1	Kmt2a	GMP
Ikzf2	Kmt2a	GMP
Ikzf3	Kmt2a	GMP
Il12a	Kmt2a	GMP
Il12b	Kmt2a	GMP
Il16	Kmt2a	GMP
Il17rd	Kmt2a	GMP
Il1rl2	Kmt2a	GMP
Il20ra	Kmt2a	GMP
Il31ra	Kmt2a	GMP
Il5ra	Kmt2a	GMP
Immp2l	Kmt2a	GMP
Impdh1	Kmt2a	GMP
Impg1	Kmt2a	GMP
Ing1	Kmt2a	GMP
Inhba	Kmt2a	GMP
Inhbb	Kmt2a	GMP
Inip	Kmt2a	GMP
Ino80c	Kmt2a	GMP
Inpp4a	Kmt2a	GMP
Inpp5k	Kmt2a	GMP
Ipo5	Kmt2a	GMP
Iqch	Kmt2a	GMP
Iqsec2	Kmt2a	GMP
Iqub	Kmt2a	GMP
Irf2bp2	Kmt2a	GMP
Irf8	Kmt2a	GMP
Itga1	Kmt2a	GMP
Itga2	Kmt2a	GMP
Itga4	Kmt2a	GMP
Itga6	Kmt2a	GMP
Itga9	Kmt2a	GMP
Itgb1	Kmt2a	GMP
Itgb5	Kmt2a	GMP
Itgb6	Kmt2a	GMP
Itgb8	Kmt2a	GMP
Itprid2	Kmt2a	GMP
Itsn1	Kmt2a	GMP
Iyd	Kmt2a	GMP
Jarid2	Kmt2a	GMP
Jpx	Kmt2a	GMP
Kalrn	Kmt2a	GMP
Kank1	Kmt2a	GMP
Kank3	Kmt2a	GMP
Kat6b	Kmt2a	GMP
Kbtbd11	Kmt2a	GMP
Kcna2	Kmt2a	GMP
Kcna3	Kmt2a	GMP
Kcnd2	Kmt2a	GMP
Kcnd3	Kmt2a	GMP
Kcnd3os	Kmt2a	GMP
Kcng1	Kmt2a	GMP
Kcnh1	Kmt2a	GMP
Kcnh2	Kmt2a	GMP
Kcnh5	Kmt2a	GMP
Kcnip3	Kmt2a	GMP
Kcnj1	Kmt2a	GMP
Kcnj15	Kmt2a	GMP
Kcnj16	Kmt2a	GMP
Kcnj2	Kmt2a	GMP
Kcnj6	Kmt2a	GMP
Kcnj8	Kmt2a	GMP
Kcnk1	Kmt2a	GMP
Kcnk12	Kmt2a	GMP
Kcnk3	Kmt2a	GMP
Kcnmb4os1	Kmt2a	GMP
Kcnq5	Kmt2a	GMP
Kctd1	Kmt2a	GMP
Kctd12	Kmt2a	GMP
Kctd14	Kmt2a	GMP
Kctd21	Kmt2a	GMP
Kdm1a	Kmt2a	GMP
Kdm2b	Kmt2a	GMP
Kdm5b	Kmt2a	GMP
Kdr	Kmt2a	GMP
Khdc1a	Kmt2a	GMP
Khdc3	Kmt2a	GMP
Khdrbs3	Kmt2a	GMP
Kif13b	Kmt2a	GMP
Kif23	Kmt2a	GMP
Kif26b	Kmt2a	GMP
Kif5b	Kmt2a	GMP
Kif5c	Kmt2a	GMP
Kirrel	Kmt2a	GMP
Kis2	Kmt2a	GMP
Kit	Kmt2a	GMP
Kitl	Kmt2a	GMP
Klf10	Kmt2a	GMP
Klf12	Kmt2a	GMP
Klf17	Kmt2a	GMP
Klhl29	Kmt2a	GMP
Klhl3	Kmt2a	GMP
Klk8	Kmt2a	GMP
Klrb1	Kmt2a	GMP
Klrb1c	Kmt2a	GMP
Klrk1	Kmt2a	GMP
Knstrn	Kmt2a	GMP
Krba1	Kmt2a	GMP
Kremen2	Kmt2a	GMP
Krr1	Kmt2a	GMP
Krt18	Kmt2a	GMP
Krtdap	Kmt2a	GMP
Ksr1	Kmt2a	GMP
Ksr2	Kmt2a	GMP
Kynu	Kmt2a	GMP
L3mbtl3	Kmt2a	GMP
Lactb2	Kmt2a	GMP
Lactbl1	Kmt2a	GMP
Lag3	Kmt2a	GMP
Lalba	Kmt2a	GMP
Lama1	Kmt2a	GMP
Lamp5	Kmt2a	GMP
Lancl1	Kmt2a	GMP
Lancl2	Kmt2a	GMP
Lbx1	Kmt2a	GMP
Lclat1	Kmt2a	GMP
Lcp2	Kmt2a	GMP
Lctl	Kmt2a	GMP
Ldlrad4	Kmt2a	GMP
Lect2	Kmt2a	GMP
Lekr1	Kmt2a	GMP
Lgi1	Kmt2a	GMP
Lgr4	Kmt2a	GMP
Lhfpl1	Kmt2a	GMP
Lhfpl2	Kmt2a	GMP
Lhx2	Kmt2a	GMP
Limch1	Kmt2a	GMP
Limk2	Kmt2a	GMP
Lin54	Kmt2a	GMP
Lipo1	Kmt2a	GMP
Lipo3	Kmt2a	GMP
Lipo4	Kmt2a	GMP
Lipt2	Kmt2a	GMP
Lmbrd1	Kmt2a	GMP
Lmln	Kmt2a	GMP
Lmnb2	Kmt2a	GMP
Lmo7	Kmt2a	GMP
Lmod3	Kmt2a	GMP
Lncbate1	Kmt2a	GMP
Lncenc1	Kmt2a	GMP
Lnpep	Kmt2a	GMP
Lnx1	Kmt2a	GMP
Lonrf2	Kmt2a	GMP
Lor	Kmt2a	GMP
Lpar1	Kmt2a	GMP
Lpin1	Kmt2a	GMP
Lrba	Kmt2a	GMP
Lrfn2	Kmt2a	GMP
Lrig1	Kmt2a	GMP
Lrig3	Kmt2a	GMP
Lrmda	Kmt2a	GMP
Lrp2	Kmt2a	GMP
Lrpprc	Kmt2a	GMP
Lrrc1	Kmt2a	GMP
Lrrc10b	Kmt2a	GMP
Lrrc17	Kmt2a	GMP
Lrrc32	Kmt2a	GMP
Lrrc34	Kmt2a	GMP
Lrrc39	Kmt2a	GMP
Lrrc4	Kmt2a	GMP
Lrrc49	Kmt2a	GMP
Lrrc66	Kmt2a	GMP
Lrrc72	Kmt2a	GMP
Lrrc75aos1	Kmt2a	GMP
Lrrc8b	Kmt2a	GMP
Lrrc8c	Kmt2a	GMP
Lrrk1	Kmt2a	GMP
Lrrn2	Kmt2a	GMP
Lrrn3	Kmt2a	GMP
Lsm6	Kmt2a	GMP
Lta4h	Kmt2a	GMP
Ltbp1	Kmt2a	GMP
Ltv1	Kmt2a	GMP
Luzp1	Kmt2a	GMP
Luzp2	Kmt2a	GMP
Ly96	Kmt2a	GMP
Lypd6	Kmt2a	GMP
Lyrm9	Kmt2a	GMP
Lzic	Kmt2a	GMP
Lzts1	Kmt2a	GMP
Mab21l1	Kmt2a	GMP
Macc1	Kmt2a	GMP
Madd	Kmt2a	GMP
Maf	Kmt2a	GMP
Mafb	Kmt2a	GMP
Mageh1	Kmt2a	GMP
Magi1	Kmt2a	GMP
Magi2	Kmt2a	GMP
Maip1	Kmt2a	GMP
Mamdc2	Kmt2a	GMP
Maml2	Kmt2a	GMP
Maml3	Kmt2a	GMP
Man1b1	Kmt2a	GMP
Map2k5	Kmt2a	GMP
Map2k6	Kmt2a	GMP
Map3k20	Kmt2a	GMP
Map3k5	Kmt2a	GMP
Map3k7	Kmt2a	GMP
Map4	Kmt2a	GMP
Map4k1	Kmt2a	GMP
Map6d1	Kmt2a	GMP
Map7d3	Kmt2a	GMP
Map9	Kmt2a	GMP
Mapkbp1	Kmt2a	GMP
Marc1	Kmt2a	GMP
Mast4	Kmt2a	GMP
Mb21d2	Kmt2a	GMP
Mbd5	Kmt2a	GMP
Mbl2	Kmt2a	GMP
Mbnl2	Kmt2a	GMP
Mc2r	Kmt2a	GMP
Mcam	Kmt2a	GMP
Mccc2	Kmt2a	GMP
Mcf2l	Kmt2a	GMP
Mcm6	Kmt2a	GMP
Mcu	Kmt2a	GMP
Mdfi	Kmt2a	GMP
Mdfic	Kmt2a	GMP
Mdm4	Kmt2a	GMP
Mecom	Kmt2a	GMP
Mecp2	Kmt2a	GMP
Med12l	Kmt2a	GMP
Med24	Kmt2a	GMP
Mef2c	Kmt2a	GMP
Megf10	Kmt2a	GMP
Mei4	Kmt2a	GMP
Meis1	Kmt2a	GMP
Memo1	Kmt2a	GMP
Men1	Kmt2a	GMP
Mep1a	Kmt2a	GMP
Mepe	Kmt2a	GMP
Met	Kmt2a	GMP
Mettl7b	Kmt2a	GMP
Mex3c	Kmt2a	GMP
Mfng	Kmt2a	GMP
Mfsd4b1	Kmt2a	GMP
Mgam	Kmt2a	GMP
Mgat1	Kmt2a	GMP
Mgat4a	Kmt2a	GMP
Mgat4c	Kmt2a	GMP
Mgat5	Kmt2a	GMP
Mgmt	Kmt2a	GMP
Mical3	Kmt2a	GMP
Micu1	Kmt2a	GMP
Milr1	Kmt2a	GMP
Mindy4	Kmt2a	GMP
Mir17hg	Kmt2a	GMP
Mir205hg	Kmt2a	GMP
Mir99ahg	Kmt2a	GMP
Mitf	Kmt2a	GMP
Mixl1	Kmt2a	GMP
Mlip	Kmt2a	GMP
Mllt3	Kmt2a	GMP
Mmp15	Kmt2a	GMP
Mmp28	Kmt2a	GMP
Mn1	Kmt2a	GMP
Mnat1	Kmt2a	GMP
Moap1	Kmt2a	GMP
Mocs2	Kmt2a	GMP
Mocs3	Kmt2a	GMP
Mon2	Kmt2a	GMP
Morn1	Kmt2a	GMP
Mospd2	Kmt2a	GMP
Mpc1	Kmt2a	GMP
Mpl	Kmt2a	GMP
Mpp6	Kmt2a	GMP
Mpped2	Kmt2a	GMP
Mrap	Kmt2a	GMP
Mras	Kmt2a	GMP
Mrc1	Kmt2a	GMP
Mrm3	Kmt2a	GMP
Mrpl16	Kmt2a	GMP
Mrpl3	Kmt2a	GMP
Mrps11	Kmt2a	GMP
Mrps30	Kmt2a	GMP
Mrps6	Kmt2a	GMP
Mrtfa	Kmt2a	GMP
Ms4a5	Kmt2a	GMP
Msantd3	Kmt2a	GMP
Msi1	Kmt2a	GMP
Msi2	Kmt2a	GMP
Msl3	Kmt2a	GMP
Msl3l2	Kmt2a	GMP
Mta3	Kmt2a	GMP
Mtbp	Kmt2a	GMP
Mterf1b	Kmt2a	GMP
Mtm1	Kmt2a	GMP
Mtmr1	Kmt2a	GMP
Mtmr14	Kmt2a	GMP
Mtx3	Kmt2a	GMP
Muc1	Kmt2a	GMP
Muc5b	Kmt2a	GMP
Myadml2	Kmt2a	GMP
Myct1	Kmt2a	GMP
Myh15	Kmt2a	GMP
Mylk	Kmt2a	GMP
Mylk4	Kmt2a	GMP
Myo10	Kmt2a	GMP
Myo15b	Kmt2a	GMP
Myo18b	Kmt2a	GMP
Myo3a	Kmt2a	GMP
Myo6	Kmt2a	GMP
Myo7a	Kmt2a	GMP
Myof	Kmt2a	GMP
Myom1	Kmt2a	GMP
Myoz2	Kmt2a	GMP
Mypn	Kmt2a	GMP
Myrfl	Kmt2a	GMP
Myrip	Kmt2a	GMP
N4bp3	Kmt2a	GMP
Naa11	Kmt2a	GMP
Naa20	Kmt2a	GMP
Nap1l1	Kmt2a	GMP
Nap1l2	Kmt2a	GMP
Nars	Kmt2a	GMP
Nat3	Kmt2a	GMP
Nav3	Kmt2a	GMP
Ncapg	Kmt2a	GMP
Nck2	Kmt2a	GMP
Nckap1	Kmt2a	GMP
Ncmap	Kmt2a	GMP
Ncoa7	Kmt2a	GMP
Ndc80	Kmt2a	GMP
Neb	Kmt2a	GMP
Nectin3	Kmt2a	GMP
Nefh	Kmt2a	GMP
Nek10	Kmt2a	GMP
Nemp2	Kmt2a	GMP
Net1	Kmt2a	GMP
Neurl1a	Kmt2a	GMP
Nexmif	Kmt2a	GMP
Nfia	Kmt2a	GMP
Nfib	Kmt2a	GMP
Nipsnap3a	Kmt2a	GMP
Nkain3	Kmt2a	GMP
Nlgn3	Kmt2a	GMP
Nlk	Kmt2a	GMP
Nln	Kmt2a	GMP
Nlrc4	Kmt2a	GMP
Nlrp1a	Kmt2a	GMP
Nlrp1b	Kmt2a	GMP
Nmd3	Kmt2a	GMP
Nme9	Kmt2a	GMP
Nms	Kmt2a	GMP
Nnmt	Kmt2a	GMP
Nol12	Kmt2a	GMP
Nol4	Kmt2a	GMP
Nol4l	Kmt2a	GMP
Nomo1	Kmt2a	GMP
Notch1	Kmt2a	GMP
Npas2	Kmt2a	GMP
Npas3	Kmt2a	GMP
Npl	Kmt2a	GMP
Npy	Kmt2a	GMP
Nr0b2	Kmt2a	GMP
Nr1h4	Kmt2a	GMP
Nr1i3	Kmt2a	GMP
Nr2c1	Kmt2a	GMP
Nr4a2	Kmt2a	GMP
Nr4a3	Kmt2a	GMP
Nr5a2	Kmt2a	GMP
Nrg1	Kmt2a	GMP
Nrg2	Kmt2a	GMP
Nrip1	Kmt2a	GMP
Nrp1	Kmt2a	GMP
Nrp2	Kmt2a	GMP
Nsg2	Kmt2a	GMP
Nsmce3	Kmt2a	GMP
Nsun3	Kmt2a	GMP
Nsun7	Kmt2a	GMP
Nt5dc3	Kmt2a	GMP
Ntrk1	Kmt2a	GMP
Nuak1	Kmt2a	GMP
Nudt18	Kmt2a	GMP
Nudt3	Kmt2a	GMP
Nudt7	Kmt2a	GMP
Nup107	Kmt2a	GMP
Nup210	Kmt2a	GMP
Nup210l	Kmt2a	GMP
Nup35	Kmt2a	GMP
Nup50	Kmt2a	GMP
Nwd1	Kmt2a	GMP
Nxf7	Kmt2a	GMP
Nxpe4	Kmt2a	GMP
Nyap2	Kmt2a	GMP
Nynrin	Kmt2a	GMP
Oacyl	Kmt2a	GMP
Oaf	Kmt2a	GMP
Ocstamp	Kmt2a	GMP
Olfml1	Kmt2a	GMP
Olfml2b	Kmt2a	GMP
Olfml3	Kmt2a	GMP
Olfr1413	Kmt2a	GMP
Olfr1418	Kmt2a	GMP
Olfr1508	Kmt2a	GMP
Olfr1510	Kmt2a	GMP
Olfr1511	Kmt2a	GMP
Olfr272	Kmt2a	GMP
Olfr286	Kmt2a	GMP
Olfr630	Kmt2a	GMP
Olfr639	Kmt2a	GMP
Olfr640	Kmt2a	GMP
Olfr642	Kmt2a	GMP
Olfr658	Kmt2a	GMP
Olfr701	Kmt2a	GMP
Olfr877	Kmt2a	GMP
Olfr984	Kmt2a	GMP
Olig2	Kmt2a	GMP
Opalin	Kmt2a	GMP
Ophn1	Kmt2a	GMP
Opn1sw	Kmt2a	GMP
Osbpl11	Kmt2a	GMP
Osbpl3	Kmt2a	GMP
Osbpl6	Kmt2a	GMP
Osbpl8	Kmt2a	GMP
Otx1	Kmt2a	GMP
Oxsr1	Kmt2a	GMP
Oxtr	Kmt2a	GMP
P2rx3	Kmt2a	GMP
P2rx4	Kmt2a	GMP
P2rx7	Kmt2a	GMP
P2ry10b	Kmt2a	GMP
P2ry6	Kmt2a	GMP
Palmd	Kmt2a	GMP
Pamr1	Kmt2a	GMP
Pan3	Kmt2a	GMP
Pank1	Kmt2a	GMP
Papolg	Kmt2a	GMP
Pappa	Kmt2a	GMP
Pappa2	Kmt2a	GMP
Paqr5	Kmt2a	GMP
Pard3	Kmt2a	GMP
Pard3bos1	Kmt2a	GMP
Pard3bos2	Kmt2a	GMP
Pard6g	Kmt2a	GMP
Parm1	Kmt2a	GMP
Parp8	Kmt2a	GMP
Parvaos	Kmt2a	GMP
Parvg	Kmt2a	GMP
Pbk	Kmt2a	GMP
Pccb	Kmt2a	GMP
Pcdh1	Kmt2a	GMP
Pcdh19	Kmt2a	GMP
Pced1b	Kmt2a	GMP
Pck1	Kmt2a	GMP
Pcnx2	Kmt2a	GMP
Pcp4l1	Kmt2a	GMP
Pcyt1a	Kmt2a	GMP
Pcyt1b	Kmt2a	GMP
Pdcd1	Kmt2a	GMP
Pde10a	Kmt2a	GMP
Pde1c	Kmt2a	GMP
Pde3a	Kmt2a	GMP
Pde4d	Kmt2a	GMP
Pde6a	Kmt2a	GMP
Pde6d	Kmt2a	GMP
Pde7b	Kmt2a	GMP
Pdgfa	Kmt2a	GMP
Pdgfrb	Kmt2a	GMP
Pdp1	Kmt2a	GMP
Pdrg1	Kmt2a	GMP
Pdzd2	Kmt2a	GMP
Pear1	Kmt2a	GMP
Peg13	Kmt2a	GMP
Pex14	Kmt2a	GMP
Pfkfb3	Kmt2a	GMP
Pgd	Kmt2a	GMP
Pglyrp2	Kmt2a	GMP
Phc2	Kmt2a	GMP
Phf14	Kmt2a	GMP
Phf21a	Kmt2a	GMP
Phf2os1	Kmt2a	GMP
Phf8	Kmt2a	GMP
Phgdh	Kmt2a	GMP
Phkb	Kmt2a	GMP
Phldb3	Kmt2a	GMP
Phox2b	Kmt2a	GMP
Phxr2	Kmt2a	GMP
Pi15	Kmt2a	GMP
Pias1	Kmt2a	GMP
Pid1	Kmt2a	GMP
Pih1d1	Kmt2a	GMP
Pih1d3	Kmt2a	GMP
Pik3c3	Kmt2a	GMP
Pip5k1bos	Kmt2a	GMP
Pipox	Kmt2a	GMP
Pisd	Kmt2a	GMP
Pitpnb	Kmt2a	GMP
Pitx1	Kmt2a	GMP
Pja1	Kmt2a	GMP
Pja2	Kmt2a	GMP
Pkia	Kmt2a	GMP
Pkib	Kmt2a	GMP
Pkn1	Kmt2a	GMP
Pkp4	Kmt2a	GMP
Pla2g4a	Kmt2a	GMP
Plac1	Kmt2a	GMP
Plagl1	Kmt2a	GMP
Plat	Kmt2a	GMP
Platr11	Kmt2a	GMP
Platr26	Kmt2a	GMP
Platr29	Kmt2a	GMP
Platr4	Kmt2a	GMP
Platr8	Kmt2a	GMP
Plcb4	Kmt2a	GMP
Plcl2	Kmt2a	GMP
Pld1	Kmt2a	GMP
Pld4	Kmt2a	GMP
Plek2	Kmt2a	GMP
Plekha3	Kmt2a	GMP
Plekha5	Kmt2a	GMP
Plekha6	Kmt2a	GMP
Plekhg5	Kmt2a	GMP
Plet1	Kmt2a	GMP
Plg	Kmt2a	GMP
Plk2	Kmt2a	GMP
Pllp	Kmt2a	GMP
Plpbp	Kmt2a	GMP
Plpp2	Kmt2a	GMP
Plpp3	Kmt2a	GMP
Pls1	Kmt2a	GMP
Plscr3	Kmt2a	GMP
Plxna1	Kmt2a	GMP
Plxna3	Kmt2a	GMP
Plxna4os1	Kmt2a	GMP
Plxnb2	Kmt2a	GMP
Pmis2	Kmt2a	GMP
Pmp2	Kmt2a	GMP
Pnrc1	Kmt2a	GMP
Poglut3	Kmt2a	GMP
Pold4	Kmt2a	GMP
Poll	Kmt2a	GMP
Polq	Kmt2a	GMP
Pomp	Kmt2a	GMP
Pon1	Kmt2a	GMP
Postn	Kmt2a	GMP
Pot1b	Kmt2a	GMP
Pou1f1	Kmt2a	GMP
Pou2f1	Kmt2a	GMP
Pou4f1	Kmt2a	GMP
Pou4f2	Kmt2a	GMP
Ppargc1a	Kmt2a	GMP
Ppcdc	Kmt2a	GMP
Ppfia1	Kmt2a	GMP
Ppfibp2	Kmt2a	GMP
Ppip5k2	Kmt2a	GMP
Ppm1l	Kmt2a	GMP
Ppnr	Kmt2a	GMP
Ppox	Kmt2a	GMP
Ppp1r36	Kmt2a	GMP
Ppp2cb	Kmt2a	GMP
Pramef12os	Kmt2a	GMP
Prdm1	Kmt2a	GMP
Prdm16os	Kmt2a	GMP
Prdm5	Kmt2a	GMP
Prex1	Kmt2a	GMP
Prex2	Kmt2a	GMP
Prf1	Kmt2a	GMP
Prg3	Kmt2a	GMP
Prickle2	Kmt2a	GMP
Prim2	Kmt2a	GMP
Prkaa2	Kmt2a	GMP
Prkacb	Kmt2a	GMP
Prkce	Kmt2a	GMP
Prps1	Kmt2a	GMP
Prps1l1	Kmt2a	GMP
Prr16	Kmt2a	GMP
Prr30	Kmt2a	GMP
Prrt3	Kmt2a	GMP
Prrx1	Kmt2a	GMP
Prss39	Kmt2a	GMP
Prss45	Kmt2a	GMP
Prss53	Kmt2a	GMP
Prss8	Kmt2a	GMP
Prune2	Kmt2a	GMP
Psap	Kmt2a	GMP
Psma6	Kmt2a	GMP
Psmg3	Kmt2a	GMP
Ptbp3	Kmt2a	GMP
Ptch1	Kmt2a	GMP
Ptger3	Kmt2a	GMP
Ptgfr	Kmt2a	GMP
Ptgr1	Kmt2a	GMP
Ptp4a3	Kmt2a	GMP
Ptpn11	Kmt2a	GMP
Ptpn13	Kmt2a	GMP
Ptpn7	Kmt2a	GMP
Ptprb	Kmt2a	GMP
Ptpre	Kmt2a	GMP
Ptprk	Kmt2a	GMP
Ptpro	Kmt2a	GMP
Ptx3	Kmt2a	GMP
Pum3	Kmt2a	GMP
Pura	Kmt2a	GMP
Pus1	Kmt2a	GMP
Pwwp2a	Kmt2a	GMP
Pwwp3b	Kmt2a	GMP
Pxylp1	Kmt2a	GMP
Qtrt2	Kmt2a	GMP
R3hdm2	Kmt2a	GMP
Rab11a	Kmt2a	GMP
Rab27a	Kmt2a	GMP
Rab36	Kmt2a	GMP
Rab3c	Kmt2a	GMP
Rab3gap2	Kmt2a	GMP
Rab44	Kmt2a	GMP
Rab6b	Kmt2a	GMP
Racgap1	Kmt2a	GMP
Rad18	Kmt2a	GMP
Rad51b	Kmt2a	GMP
Raly	Kmt2a	GMP
Rap2a	Kmt2a	GMP
Rapgef4os2	Kmt2a	GMP
Rarb	Kmt2a	GMP
Rasa4	Kmt2a	GMP
Rasgrf2	Kmt2a	GMP
Rassf10	Kmt2a	GMP
Rassf8	Kmt2a	GMP
Rassf9	Kmt2a	GMP
Rb1	Kmt2a	GMP
Rbbp7	Kmt2a	GMP
Rbfox1	Kmt2a	GMP
Rbm19	Kmt2a	GMP
Rbm20	Kmt2a	GMP
Rbm33	Kmt2a	GMP
Rbm43	Kmt2a	GMP
Rbms3	Kmt2a	GMP
Rbp7	Kmt2a	GMP
Rcan1	Kmt2a	GMP
Rcan2	Kmt2a	GMP
Rcc2	Kmt2a	GMP
Rcl1	Kmt2a	GMP
Rd3l	Kmt2a	GMP
Reck	Kmt2a	GMP
Redrum	Kmt2a	GMP
Reep1	Kmt2a	GMP
Reg4	Kmt2a	GMP
Rem1	Kmt2a	GMP
Rerg	Kmt2a	GMP
Retreg1	Kmt2a	GMP
Rexo2	Kmt2a	GMP
Rffl	Kmt2a	GMP
Rflna	Kmt2a	GMP
Rftn1	Kmt2a	GMP
Rfx3	Kmt2a	GMP
Rfx8	Kmt2a	GMP
Rgl1	Kmt2a	GMP
Rgmb	Kmt2a	GMP
Rgn	Kmt2a	GMP
Rgs1	Kmt2a	GMP
Rgs18	Kmt2a	GMP
Rgs2	Kmt2a	GMP
Rgs22	Kmt2a	GMP
Rgs7bp	Kmt2a	GMP
Rgs8	Kmt2a	GMP
Rgs9bp	Kmt2a	GMP
Rgsl1	Kmt2a	GMP
Rhbg	Kmt2a	GMP
Rhd	Kmt2a	GMP
