Gene	CF	Population
Gm44784	Smarcb1	GMP
Gm4489	Smarcb1	GMP
Gm44995	Smarcb1	GMP
Gm45029	Smarcb1	GMP
Gm45096	Smarcb1	GMP
Gm45181	Smarcb1	GMP
Gm45336	Smarcb1	GMP
Gm45449	Smarcb1	GMP
Gm45495	Smarcb1	GMP
Gm45600	Smarcb1	GMP
Gm45602	Smarcb1	GMP
Gm45615	Smarcb1	GMP
Gm45646	Smarcb1	GMP
Gm45897	Smarcb1	GMP
Gm45901	Smarcb1	GMP
Gm46376	Smarcb1	GMP
Gm46555	Smarcb1	GMP
Gm47242	Smarcb1	GMP
Gm47253	Smarcb1	GMP
Gm47404	Smarcb1	GMP
Gm47424	Smarcb1	GMP
Gm47460	Smarcb1	GMP
Gm47557	Smarcb1	GMP
Gm47711	Smarcb1	GMP
Gm47729	Smarcb1	GMP
Gm47733	Smarcb1	GMP
Gm47739	Smarcb1	GMP
Gm47758	Smarcb1	GMP
Gm47792	Smarcb1	GMP
Gm47923	Smarcb1	GMP
Gm48007	Smarcb1	GMP
Gm48189	Smarcb1	GMP
Gm48199	Smarcb1	GMP
Gm48249	Smarcb1	GMP
Gm48275	Smarcb1	GMP
Gm48410	Smarcb1	GMP
Gm48730	Smarcb1	GMP
Gm48765	Smarcb1	GMP
Gm48773	Smarcb1	GMP
Gm48832	Smarcb1	GMP
Gm48833	Smarcb1	GMP
Gm48834	Smarcb1	GMP
Gm48896	Smarcb1	GMP
Gm48968	Smarcb1	GMP
Gm48984	Smarcb1	GMP
Gm49172	Smarcb1	GMP
Gm49180	Smarcb1	GMP
Gm49231	Smarcb1	GMP
Gm49312	Smarcb1	GMP
Gm49335	Smarcb1	GMP
Gm49441	Smarcb1	GMP
Gm49643	Smarcb1	GMP
Gm49722	Smarcb1	GMP
Gm49768	Smarcb1	GMP
Gm49860	Smarcb1	GMP
Gm49876	Smarcb1	GMP
Gm49944	Smarcb1	GMP
Gm49945	Smarcb1	GMP
Gm49999	Smarcb1	GMP
Gm50012	Smarcb1	GMP
Gm50097	Smarcb1	GMP
Gm50136	Smarcb1	GMP
Gm50146	Smarcb1	GMP
Gm50196	Smarcb1	GMP
Gm50249	Smarcb1	GMP
Gm50339	Smarcb1	GMP
Gm5420	Smarcb1	GMP
Gm6116	Smarcb1	GMP
Gm6209	Smarcb1	GMP
Gm6657	Smarcb1	GMP
Gm7073	Smarcb1	GMP
Gm7967	Smarcb1	GMP
Gm816	Smarcb1	GMP
Gm831	Smarcb1	GMP
Gm9908	Smarcb1	GMP
Gm9932	Smarcb1	GMP
Gm9961	Smarcb1	GMP
Gm9968	Smarcb1	GMP
Gng2	Smarcb1	GMP
Golga2	Smarcb1	GMP
Gphb5	Smarcb1	GMP
Gpr119	Smarcb1	GMP
Gpr171	Smarcb1	GMP
Gpr45	Smarcb1	GMP
Grhl3	Smarcb1	GMP
Gria3	Smarcb1	GMP
Grin3a	Smarcb1	GMP
Grm6	Smarcb1	GMP
Gspt2	Smarcb1	GMP
Gstt1	Smarcb1	GMP
Gtf2ird1	Smarcb1	GMP
Gypc	Smarcb1	GMP
Gzmk	Smarcb1	GMP
H2-M9	Smarcb1	GMP
H2afy	Smarcb1	GMP
H2al1j	Smarcb1	GMP
H2al2a	Smarcb1	GMP
H6pd	Smarcb1	GMP
Haao	Smarcb1	GMP
Hacl1	Smarcb1	GMP
Hbp1	Smarcb1	GMP
Hdac9	Smarcb1	GMP
Hebp2	Smarcb1	GMP
Hectd1	Smarcb1	GMP
Hecw2	Smarcb1	GMP
Hephl1	Smarcb1	GMP
Hfm1	Smarcb1	GMP
Hip1	Smarcb1	GMP
Hivep3	Smarcb1	GMP
Hmbox1	Smarcb1	GMP
Hmga2	Smarcb1	GMP
Hnf1a	Smarcb1	GMP
Hnmt	Smarcb1	GMP
Homer1	Smarcb1	GMP
Homer2	Smarcb1	GMP
Hsdl2	Smarcb1	GMP
Hspb1	Smarcb1	GMP
Hspb3	Smarcb1	GMP
Hsph1	Smarcb1	GMP
Ier3	Smarcb1	GMP
Ier5l	Smarcb1	GMP
Ifi44l	Smarcb1	GMP
Ighv10-2	Smarcb1	GMP
Igsf5	Smarcb1	GMP
Il12a	Smarcb1	GMP
Il15ra	Smarcb1	GMP
Il1r2	Smarcb1	GMP
Il7	Smarcb1	GMP
Iqsec2	Smarcb1	GMP
Irf8	Smarcb1	GMP
Itga10	Smarcb1	GMP
Itga2	Smarcb1	GMP
Itga6	Smarcb1	GMP
Itga9	Smarcb1	GMP
Itgam	Smarcb1	GMP
Kbtbd11	Smarcb1	GMP
Kcna3	Smarcb1	GMP
Kcnd3	Smarcb1	GMP
Kcnd3os	Smarcb1	GMP
Kcnj15	Smarcb1	GMP
Kcnk1	Smarcb1	GMP
Kcns2	Smarcb1	GMP
Kctd12	Smarcb1	GMP
Kctd14	Smarcb1	GMP
Kdr	Smarcb1	GMP
Khdc1a	Smarcb1	GMP
Khdc3	Smarcb1	GMP
Kif27	Smarcb1	GMP
Kif5c	Smarcb1	GMP
Kif9	Smarcb1	GMP
Kirrel	Smarcb1	GMP
Kis2	Smarcb1	GMP
Kit	Smarcb1	GMP
Klf12	Smarcb1	GMP
Klhl29	Smarcb1	GMP
Klhl31	Smarcb1	GMP
Klhl33	Smarcb1	GMP
Klk8	Smarcb1	GMP
Klrk1	Smarcb1	GMP
Lama1	Smarcb1	GMP
Lamc3	Smarcb1	GMP
Laptm5	Smarcb1	GMP
Lat	Smarcb1	GMP
Ldlrad3	Smarcb1	GMP
Lgi1	Smarcb1	GMP
Lhcgr	Smarcb1	GMP
Lhfpl2	Smarcb1	GMP
Lipo3	Smarcb1	GMP
Lmln	Smarcb1	GMP
Lmntd1	Smarcb1	GMP
Lncpint	Smarcb1	GMP
Lnpep	Smarcb1	GMP
Lpar1	Smarcb1	GMP
Lpar3	Smarcb1	GMP
Lpar4	Smarcb1	GMP
Lrig1	Smarcb1	GMP
Lrig3	Smarcb1	GMP
Lrp2	Smarcb1	GMP
Lrrc31	Smarcb1	GMP
Lrrc39	Smarcb1	GMP
Lrrc49	Smarcb1	GMP
Lrrc8c	Smarcb1	GMP
Ltk	Smarcb1	GMP
Lvrn	Smarcb1	GMP
Lyg2	Smarcb1	GMP
Lypd6	Smarcb1	GMP
Mab21l2	Smarcb1	GMP
Mab21l3	Smarcb1	GMP
Macf1	Smarcb1	GMP
Mafb	Smarcb1	GMP
Magi2	Smarcb1	GMP
Marc1	Smarcb1	GMP
March5	Smarcb1	GMP
March9	Smarcb1	GMP
Matn1	Smarcb1	GMP
Matn2	Smarcb1	GMP
Mbd5	Smarcb1	GMP
Mbl2	Smarcb1	GMP
Mccc2	Smarcb1	GMP
Mdfic	Smarcb1	GMP
Mdga1	Smarcb1	GMP
Mdn1	Smarcb1	GMP
Mecom	Smarcb1	GMP
Med13	Smarcb1	GMP
Mef2c	Smarcb1	GMP
Mef2d	Smarcb1	GMP
Meis1	Smarcb1	GMP
Mettl18	Smarcb1	GMP
Mir99ahg	Smarcb1	GMP
Mitf	Smarcb1	GMP
Mllt10	Smarcb1	GMP
Mllt3	Smarcb1	GMP
Mog	Smarcb1	GMP
Mpped2	Smarcb1	GMP
Mras	Smarcb1	GMP
Mroh1	Smarcb1	GMP
Mtmr1	Smarcb1	GMP
Muc1	Smarcb1	GMP
Musk	Smarcb1	GMP
Mxra7	Smarcb1	GMP
Mybpc1	Smarcb1	GMP
Myct1	Smarcb1	GMP
Myh11	Smarcb1	GMP
Myh15	Smarcb1	GMP
Myo18b	Smarcb1	GMP
Myof	Smarcb1	GMP
Myoz2	Smarcb1	GMP
Myrfl	Smarcb1	GMP
Myrip	Smarcb1	GMP
Nab1	Smarcb1	GMP
Nap1l1	Smarcb1	GMP
Ncmap	Smarcb1	GMP
Ncs1	Smarcb1	GMP
Ndc80	Smarcb1	GMP
Ndst4	Smarcb1	GMP
Ndufv2	Smarcb1	GMP
Nefh	Smarcb1	GMP
Nek10	Smarcb1	GMP
Neurl1b	Smarcb1	GMP
Neurog3	Smarcb1	GMP
Nfatc1	Smarcb1	GMP
Nfib	Smarcb1	GMP
Nkain3	Smarcb1	GMP
Nkx2-4	Smarcb1	GMP
Nol4l	Smarcb1	GMP
Nploc4	Smarcb1	GMP
Npvf	Smarcb1	GMP
Npy	Smarcb1	GMP
Nr5a2	Smarcb1	GMP
Nrg1	Smarcb1	GMP
Nrp1	Smarcb1	GMP
Nrxn3	Smarcb1	GMP
Nsun7	Smarcb1	GMP
Nt5dc3	Smarcb1	GMP
Ntsr2	Smarcb1	GMP
Nup160	Smarcb1	GMP
Nup210l	Smarcb1	GMP
Nwd2	Smarcb1	GMP
Olfr1418	Smarcb1	GMP
Olfr267	Smarcb1	GMP
Olfr272	Smarcb1	GMP
Olfr323	Smarcb1	GMP
Olfr963	Smarcb1	GMP
Oosp1	Smarcb1	GMP
Osbp2	Smarcb1	GMP
Osbpl11	Smarcb1	GMP
Otol1	Smarcb1	GMP
Oxsr1	Smarcb1	GMP
P4ha3	Smarcb1	GMP
Pam	Smarcb1	GMP
Pard3bos2	Smarcb1	GMP
Pard3bos3	Smarcb1	GMP
Parl	Smarcb1	GMP
Parp14	Smarcb1	GMP
Parp8	Smarcb1	GMP
Pccb	Smarcb1	GMP
Pced1b	Smarcb1	GMP
Pcgf5	Smarcb1	GMP
Pcnx	Smarcb1	GMP
Pcsk9	Smarcb1	GMP
Pctp	Smarcb1	GMP
Pdcd1	Smarcb1	GMP
Pde10a	Smarcb1	GMP
Pde4b	Smarcb1	GMP
Pde7b	Smarcb1	GMP
Pdgfb	Smarcb1	GMP
Pdp1	Smarcb1	GMP
Pebp4	Smarcb1	GMP
Pgbd5	Smarcb1	GMP
Phgdh	Smarcb1	GMP
Phkb	Smarcb1	GMP
Phlpp1	Smarcb1	GMP
Phox2b	Smarcb1	GMP
Pi15	Smarcb1	GMP
Pigh	Smarcb1	GMP
Pipox	Smarcb1	GMP
Pitpnb	Smarcb1	GMP
Pla2g4a	Smarcb1	GMP
Pla2r1	Smarcb1	GMP
Platr11	Smarcb1	GMP
Plcd3	Smarcb1	GMP
Plce1	Smarcb1	GMP
Pld1	Smarcb1	GMP
Plekhh2	Smarcb1	GMP
Plg	Smarcb1	GMP
Pm20d1	Smarcb1	GMP
Podxl2	Smarcb1	GMP
Poglut3	Smarcb1	GMP
Poll	Smarcb1	GMP
Pon1	Smarcb1	GMP
Postn	Smarcb1	GMP
Pou2f2	Smarcb1	GMP
Pou4f2	Smarcb1	GMP
Ppargc1a	Smarcb1	GMP
Ppfibp2	Smarcb1	GMP
Ppm1l	Smarcb1	GMP
Ppp1r21	Smarcb1	GMP
Pramef12os	Smarcb1	GMP
Prdm16os	Smarcb1	GMP
Prelid3b	Smarcb1	GMP
Prf1	Smarcb1	GMP
Prg3	Smarcb1	GMP
Prickle2	Smarcb1	GMP
Prkar1b	Smarcb1	GMP
Prok1	Smarcb1	GMP
Prps1	Smarcb1	GMP
Prr30	Smarcb1	GMP
Psap	Smarcb1	GMP
Ptgdr	Smarcb1	GMP
Ptgfr	Smarcb1	GMP
Ptgs1	Smarcb1	GMP
Ptpn13	Smarcb1	GMP
Ptprk	Smarcb1	GMP
Ptpro	Smarcb1	GMP
Ptprq	Smarcb1	GMP
Qrfprl	Smarcb1	GMP
Rab11fip3	Smarcb1	GMP
Rab36	Smarcb1	GMP
Rab3c	Smarcb1	GMP
Racgap1	Smarcb1	GMP
Rag2	Smarcb1	GMP
Rapgef3os1	Smarcb1	GMP
Rarb	Smarcb1	GMP
Rasgrf2	Smarcb1	GMP
Rassf8	Smarcb1	GMP
Raver2	Smarcb1	GMP
Rbm26	Smarcb1	GMP
Rcan1	Smarcb1	GMP
Reck	Smarcb1	GMP
Reep1	Smarcb1	GMP
Rerg	Smarcb1	GMP
Rfk	Smarcb1	GMP
Rftn1	Smarcb1	GMP
Rfx8	Smarcb1	GMP
Rgn	Smarcb1	GMP
Rgs1	Smarcb1	GMP
Rgs18	Smarcb1	GMP
Rgs22	Smarcb1	GMP
Rgs7bp	Smarcb1	GMP
Rhoh	Smarcb1	GMP
Rif1	Smarcb1	GMP
Rnase11	Smarcb1	GMP
Rnf168	Smarcb1	GMP
Rngtt	Smarcb1	GMP
Rora	Smarcb1	GMP
Rpa1	Smarcb1	GMP
Rpl10-ps3	Smarcb1	GMP
Rpp25l	Smarcb1	GMP
Rras2	Smarcb1	GMP
Rtn4rl1	Smarcb1	GMP
Rufy1	Smarcb1	GMP
Rusc2	Smarcb1	GMP
Rxfp4	Smarcb1	GMP
Rybp	Smarcb1	GMP
S100z	Smarcb1	GMP
S1pr3	Smarcb1	GMP
Sbf2	Smarcb1	GMP
Scand1	Smarcb1	GMP
Scn3b	Smarcb1	GMP
Sec61b	Smarcb1	GMP
Sema3g	Smarcb1	GMP
Sema4d	Smarcb1	GMP
Sept6	Smarcb1	GMP
Serp2	Smarcb1	GMP
Serpinb13	Smarcb1	GMP
Serpini2	Smarcb1	GMP
Sesn1	Smarcb1	GMP
Sestd1	Smarcb1	GMP
Setbp1	Smarcb1	GMP
Setd3	Smarcb1	GMP
Sfmbt2	Smarcb1	GMP
Sh2d1a	Smarcb1	GMP
Sh3gl3	Smarcb1	GMP
Sh3glb1	Smarcb1	GMP
Siah1a	Smarcb1	GMP
Slc14a1	Smarcb1	GMP
Slc16a1	Smarcb1	GMP
Slc18b1	Smarcb1	GMP
Slc1a3	Smarcb1	GMP
Slc1a7	Smarcb1	GMP
Slc22a16	Smarcb1	GMP
Slc23a4	Smarcb1	GMP
Slc26a2	Smarcb1	GMP
Slc27a2	Smarcb1	GMP
Slc38a11	Smarcb1	GMP
Slc4a3	Smarcb1	GMP
Slc5a11	Smarcb1	GMP
Slc7a1	Smarcb1	GMP
Slc8a1	Smarcb1	GMP
Slc9a2	Smarcb1	GMP
Slc9c1	Smarcb1	GMP
Slco2a1	Smarcb1	GMP
Smad6	Smarcb1	GMP
Smim10l2a	Smarcb1	GMP
Smim38	Smarcb1	GMP
Snhg8	Smarcb1	GMP
Snx16	Smarcb1	GMP
Sorcs3	Smarcb1	GMP
Sox13	Smarcb1	GMP
Sox5	Smarcb1	GMP
Sox5os2	Smarcb1	GMP
Sox6os	Smarcb1	GMP
Spata13	Smarcb1	GMP
Spon1	Smarcb1	GMP
Sptssb	Smarcb1	GMP
Srgap1	Smarcb1	GMP
St8sia6	Smarcb1	GMP
Stambp	Smarcb1	GMP
Stk10	Smarcb1	GMP
Strip2	Smarcb1	GMP
Suclg2	Smarcb1	GMP
Sulf2	Smarcb1	GMP
Sumf1	Smarcb1	GMP
Supt20	Smarcb1	GMP
Syde1	Smarcb1	GMP
Syn3	Smarcb1	GMP
Syne3	Smarcb1	GMP
Syngap1	Smarcb1	GMP
Synj2	Smarcb1	GMP
Synpo2	Smarcb1	GMP
T2	Smarcb1	GMP
Taf1	Smarcb1	GMP
Tank	Smarcb1	GMP
Taok3	Smarcb1	GMP
Tardbp	Smarcb1	GMP
Tasor	Smarcb1	GMP
Tbc1d22a	Smarcb1	GMP
Tbc1d30	Smarcb1	GMP
Tbc1d4	Smarcb1	GMP
Tbpl1	Smarcb1	GMP
Tceanc	Smarcb1	GMP
Tcf4	Smarcb1	GMP
Tcf7l2	Smarcb1	GMP
Tctex1d1	Smarcb1	GMP
Tdrd7	Smarcb1	GMP
Tekt1	Smarcb1	GMP
Tekt5	Smarcb1	GMP
Tespa1	Smarcb1	GMP
Tex50	Smarcb1	GMP
Tff2	Smarcb1	GMP
Tfpi2	Smarcb1	GMP
Tgfbr2	Smarcb1	GMP
Tgm5	Smarcb1	GMP
Thnsl2	Smarcb1	GMP
Thrb	Smarcb1	GMP
Tigit	Smarcb1	GMP
Tle4	Smarcb1	GMP
Tmc3	Smarcb1	GMP
Tmem164	Smarcb1	GMP
Tmem178	Smarcb1	GMP
Tmem212	Smarcb1	GMP
Tmem29	Smarcb1	GMP
Tmem30c	Smarcb1	GMP
Tmem72	Smarcb1	GMP
Tmem94	Smarcb1	GMP
Tnfrsf13c	Smarcb1	GMP
Tnfsf10	Smarcb1	GMP
Tnip3	Smarcb1	GMP
Tnni1	Smarcb1	GMP
Top1mt	Smarcb1	GMP
Tor1aip2	Smarcb1	GMP
Tox3	Smarcb1	GMP
Tpm1	Smarcb1	GMP
Tppp3	Smarcb1	GMP
Tprg	Smarcb1	GMP
Trabd2b	Smarcb1	GMP
Trerf1	Smarcb1	GMP
Trim45	Smarcb1	GMP
Trp63	Smarcb1	GMP
Trpv4	Smarcb1	GMP
Tsc22d2	Smarcb1	GMP
Tshz2	Smarcb1	GMP
Tspan33	Smarcb1	GMP
Tspan7	Smarcb1	GMP
Tspan8	Smarcb1	GMP
Tsx	Smarcb1	GMP
Ttc28	Smarcb1	GMP
Ttc29	Smarcb1	GMP
Ttc9	Smarcb1	GMP
Txndc2	Smarcb1	GMP
Uaca	Smarcb1	GMP
Ubxn2b	Smarcb1	GMP
Uchl1os	Smarcb1	GMP
Uchl5	Smarcb1	GMP
Uggt1	Smarcb1	GMP
Uggt2	Smarcb1	GMP
Uimc1	Smarcb1	GMP
Unc13c	Smarcb1	GMP
Unc50	Smarcb1	GMP
Unc79	Smarcb1	GMP
Upp2	Smarcb1	GMP
Uqcc2	Smarcb1	GMP
Ush2a	Smarcb1	GMP
Usp3	Smarcb1	GMP
Usp36	Smarcb1	GMP
Utp15	Smarcb1	GMP
Utp18	Smarcb1	GMP
Utrn	Smarcb1	GMP
Uxs1	Smarcb1	GMP
Vangl2	Smarcb1	GMP
Veph1	Smarcb1	GMP
Vezf1	Smarcb1	GMP
Vill	Smarcb1	GMP
Vmn1r33	Smarcb1	GMP
Vps35l	Smarcb1	GMP
Vxn	Smarcb1	GMP
Wdr1	Smarcb1	GMP
Wdr37	Smarcb1	GMP
Wdr64	Smarcb1	GMP
Wdr66	Smarcb1	GMP
Wdr86	Smarcb1	GMP
Wee1	Smarcb1	GMP
Whrn	Smarcb1	GMP
Xkr9	Smarcb1	GMP
Ybx3	Smarcb1	GMP
Yeats4	Smarcb1	GMP
Ypel2	Smarcb1	GMP
Zbtb16	Smarcb1	GMP
Zbtb2	Smarcb1	GMP
Zbtb20	Smarcb1	GMP
Zc3h12d	Smarcb1	GMP
Zcchc24	Smarcb1	GMP
Zdhhc14	Smarcb1	GMP
Zdhhc21	Smarcb1	GMP
Zfp217	Smarcb1	GMP
Zfp281	Smarcb1	GMP
Zfp330	Smarcb1	GMP
Zfp366	Smarcb1	GMP
Zfp438	Smarcb1	GMP
Zfp462	Smarcb1	GMP
Zfp467	Smarcb1	GMP
Zfp598	Smarcb1	GMP
Zfp683	Smarcb1	GMP
Zfp704	Smarcb1	GMP
Zfp820	Smarcb1	GMP
Zfr	Smarcb1	GMP
Zfyve21	Smarcb1	GMP
Zfyve28	Smarcb1	GMP
Zkscan16	Smarcb1	GMP
1110051M20Rik	Smarcb1	MatureMye
1190001M18Rik	Smarcb1	MatureMye
1200007C13Rik	Smarcb1	MatureMye
1600022D10Rik	Smarcb1	MatureMye
1700001K23Rik	Smarcb1	MatureMye
1700015H07Rik	Smarcb1	MatureMye
1700016K05Rik	Smarcb1	MatureMye
1700017J07Rik	Smarcb1	MatureMye
1700018B24Rik	Smarcb1	MatureMye
1700025G04Rik	Smarcb1	MatureMye
1700030L20Rik	Smarcb1	MatureMye
1700048P04Rik	Smarcb1	MatureMye
1700061J23Rik	Smarcb1	MatureMye
1700063D05Rik	Smarcb1	MatureMye
1700095J12Rik	Smarcb1	MatureMye
1700095K22Rik	Smarcb1	MatureMye
1700116H05Rik	Smarcb1	MatureMye
1700124M09Rik	Smarcb1	MatureMye
2010013B24Rik	Smarcb1	MatureMye
2210409D07Rik	Smarcb1	MatureMye
2610027K06Rik	Smarcb1	MatureMye
2810404F17Rik	Smarcb1	MatureMye
2810442N19Rik	Smarcb1	MatureMye
4732496C06Rik	Smarcb1	MatureMye
4833417C18Rik	Smarcb1	MatureMye
4833420G17Rik	Smarcb1	MatureMye
4833428L15Rik	Smarcb1	MatureMye
4921529L05Rik	Smarcb1	MatureMye
4930402H24Rik	Smarcb1	MatureMye
4930404K13Rik	Smarcb1	MatureMye
4930405A10Rik	Smarcb1	MatureMye
4930408O17Rik	Smarcb1	MatureMye
4930412B13Rik	Smarcb1	MatureMye
4930423M02Rik	Smarcb1	MatureMye
4930426L09Rik	Smarcb1	MatureMye
4930434O05Rik	Smarcb1	MatureMye
4930442G10Rik	Smarcb1	MatureMye
4930444E06Rik	Smarcb1	MatureMye
4930445N18Rik	Smarcb1	MatureMye
4930452L12Rik	Smarcb1	MatureMye
4930488N15Rik	Smarcb1	MatureMye
4930505N22Rik	Smarcb1	MatureMye
4930509K18Rik	Smarcb1	MatureMye
4930517E14Rik	Smarcb1	MatureMye
4930532M18Rik	Smarcb1	MatureMye
4930543K20Rik	Smarcb1	MatureMye
4930555M17Rik	Smarcb1	MatureMye
4930566F21Rik	Smarcb1	MatureMye
4930567H12Rik	Smarcb1	MatureMye
4930583I09Rik	Smarcb1	MatureMye
4930592C13Rik	Smarcb1	MatureMye
4933406D12Rik	Smarcb1	MatureMye
4933406G16Rik	Smarcb1	MatureMye
4933416E03Rik	Smarcb1	MatureMye
4933423P22Rik	Smarcb1	MatureMye
4933433H22Rik	Smarcb1	MatureMye
5330438D12Rik	Smarcb1	MatureMye
5430405H02Rik	Smarcb1	MatureMye
5930403N24Rik	Smarcb1	MatureMye
6030442K20Rik	Smarcb1	MatureMye
6030468B19Rik	Smarcb1	MatureMye
6330411D24Rik	Smarcb1	MatureMye
8030453O22Rik	Smarcb1	MatureMye
9330111N05Rik	Smarcb1	MatureMye
9430038I01Rik	Smarcb1	MatureMye
9530080O11Rik	Smarcb1	MatureMye
9830132P13Rik	Smarcb1	MatureMye
A130023I24Rik	Smarcb1	MatureMye
A130077B15Rik	Smarcb1	MatureMye
A230009B12Rik	Smarcb1	MatureMye
A230028O05Rik	Smarcb1	MatureMye
A330043C09Rik	Smarcb1	MatureMye
A430010J10Rik	Smarcb1	MatureMye
A430018G15Rik	Smarcb1	MatureMye
A730004F24Rik	Smarcb1	MatureMye
A830008E24Rik	Smarcb1	MatureMye
A930014D07Rik	Smarcb1	MatureMye
A930023M06Rik	Smarcb1	MatureMye
A930028N01Rik	Smarcb1	MatureMye
AC163347.1	Smarcb1	MatureMye
AI197445	Smarcb1	MatureMye
AI314278	Smarcb1	MatureMye
Abca13	Smarcb1	MatureMye
Abcd3	Smarcb1	MatureMye
Abhd12	Smarcb1	MatureMye
Abi1	Smarcb1	MatureMye
Abtb2	Smarcb1	MatureMye
Acoxl	Smarcb1	MatureMye
Acp2	Smarcb1	MatureMye
Acsf2	Smarcb1	MatureMye
Acvr2a	Smarcb1	MatureMye
Adam3	Smarcb1	MatureMye
Adgb	Smarcb1	MatureMye
Adgrl3	Smarcb1	MatureMye
Aff1	Smarcb1	MatureMye
Agpat4	Smarcb1	MatureMye
Ahr	Smarcb1	MatureMye
Aida	Smarcb1	MatureMye
Akt2	Smarcb1	MatureMye
Aldh1a2	Smarcb1	MatureMye
Alg13	Smarcb1	MatureMye
Amd1	Smarcb1	MatureMye
Amigo2	Smarcb1	MatureMye
Angptl1	Smarcb1	MatureMye
Ankrd29	Smarcb1	MatureMye
Ano2	Smarcb1	MatureMye
Anxa11os	Smarcb1	MatureMye
Aoah	Smarcb1	MatureMye
Aph1b	Smarcb1	MatureMye
Aplp2	Smarcb1	MatureMye
Apoa2	Smarcb1	MatureMye
Arf1	Smarcb1	MatureMye
Arf4os	Smarcb1	MatureMye
Arfgap2	Smarcb1	MatureMye
Arfgef1	Smarcb1	MatureMye
Arhgap18	Smarcb1	MatureMye
Arhgap32	Smarcb1	MatureMye
Arhgap39	Smarcb1	MatureMye
Arid4b	Smarcb1	MatureMye
Arl1	Smarcb1	MatureMye
Arl10	Smarcb1	MatureMye
Arl13b	Smarcb1	MatureMye
Arnt	Smarcb1	MatureMye
Asah1	Smarcb1	MatureMye
Asph	Smarcb1	MatureMye
Atf6b	Smarcb1	MatureMye
Atg7	Smarcb1	MatureMye
Atp13a3	Smarcb1	MatureMye
Atp6v1b2	Smarcb1	MatureMye
Atp6v1g3	Smarcb1	MatureMye
Atp8a2	Smarcb1	MatureMye
Awat1	Smarcb1	MatureMye
B130011K05Rik	Smarcb1	MatureMye
B4galt1	Smarcb1	MatureMye
B4galt6	Smarcb1	MatureMye
B930092H01Rik	Smarcb1	MatureMye
Bcas3os2	Smarcb1	MatureMye
Bckdk	Smarcb1	MatureMye
Bcl9	Smarcb1	MatureMye
Blnk	Smarcb1	MatureMye
Blvrb	Smarcb1	MatureMye
Bmf	Smarcb1	MatureMye
Bmt2	Smarcb1	MatureMye
Boc	Smarcb1	MatureMye
Borcs6	Smarcb1	MatureMye
Bphl	Smarcb1	MatureMye
Bpifb9a	Smarcb1	MatureMye
Bpifb9b	Smarcb1	MatureMye
Btbd16	Smarcb1	MatureMye
Btg1	Smarcb1	MatureMye
Btg2	Smarcb1	MatureMye
C030013C21Rik	Smarcb1	MatureMye
C1qtnf9	Smarcb1	MatureMye
C230099D08Rik	Smarcb1	MatureMye
C2cd3	Smarcb1	MatureMye
C78197	Smarcb1	MatureMye
CN725425	Smarcb1	MatureMye
Cabyr	Smarcb1	MatureMye
Camk1d	Smarcb1	MatureMye
Capza2	Smarcb1	MatureMye
Cav2	Smarcb1	MatureMye
Cbl	Smarcb1	MatureMye
Ccdc125	Smarcb1	MatureMye
Ccdc150	Smarcb1	MatureMye
Ccdc22	Smarcb1	MatureMye
Ccng2	Smarcb1	MatureMye
Ccr2	Smarcb1	MatureMye
Ccr6	Smarcb1	MatureMye
Cd200r2	Smarcb1	MatureMye
Cd200r3	Smarcb1	MatureMye
Cd36	Smarcb1	MatureMye
Cd44	Smarcb1	MatureMye
Cd47	Smarcb1	MatureMye
Cd5l	Smarcb1	MatureMye
Cdc34b	Smarcb1	MatureMye
Cdc42ep3	Smarcb1	MatureMye
Celf2	Smarcb1	MatureMye
Cep120	Smarcb1	MatureMye
Cep72	Smarcb1	MatureMye
Cep85l	Smarcb1	MatureMye
Cep95	Smarcb1	MatureMye
Cfap161	Smarcb1	MatureMye
Cfap45	Smarcb1	MatureMye
Chd2	Smarcb1	MatureMye
Chd7	Smarcb1	MatureMye
Chl1	Smarcb1	MatureMye
Chp2	Smarcb1	MatureMye
Cib2	Smarcb1	MatureMye
Cldn1	Smarcb1	MatureMye
Clec1b	Smarcb1	MatureMye
Clint1	Smarcb1	MatureMye
Cltc	Smarcb1	MatureMye
Cltrn	Smarcb1	MatureMye
Clvs1	Smarcb1	MatureMye
Cmas	Smarcb1	MatureMye
Cmss1	Smarcb1	MatureMye
Col5a1	Smarcb1	MatureMye
Colgalt1	Smarcb1	MatureMye
Commd8	Smarcb1	MatureMye
Cop1	Smarcb1	MatureMye
Cops6	Smarcb1	MatureMye
Cox7b	Smarcb1	MatureMye
Cpq	Smarcb1	MatureMye
Crb2	Smarcb1	MatureMye
Crybg1	Smarcb1	MatureMye
Csf1	Smarcb1	MatureMye
Csf2rb	Smarcb1	MatureMye
Csgalnact2	Smarcb1	MatureMye
Csnk1g3	Smarcb1	MatureMye
Ctif	Smarcb1	MatureMye
Ctr9	Smarcb1	MatureMye
Ctsb	Smarcb1	MatureMye
Ctsh	Smarcb1	MatureMye
Cul4a	Smarcb1	MatureMye
Cybb	Smarcb1	MatureMye
Cyfip1	Smarcb1	MatureMye
Cyp26c1	Smarcb1	MatureMye
Cyp2c55	Smarcb1	MatureMye
Cyp4v3	Smarcb1	MatureMye
Cyp4x1os	Smarcb1	MatureMye
Cytip	Smarcb1	MatureMye
D030025E07Rik	Smarcb1	MatureMye
D630008O14Rik	Smarcb1	MatureMye
